"Request","model","Lat","Long","boxid","sampleid","reachid","station","location","SampleDate","UID","SiteCode","MasterCode","state","rolled","SiteID2","NEAR_FID","NEAR_DIST","NEAR_X","NEAR_Y","POINT_X","POINT_Y","DOY","ELEV_SITE","NHDSLOPE","ECO3","ECO4","TMAXPT","TMAX_AVE","TMEAN_AVE","TMIN_AVE","RH_AVE","TMEANPT","MEANP_AVE","MAXP_AVE","MAXWD_AVE","FST32F_AVE","EVI_MAX_AVE","ELEV_MIN","ELEV_MEAN","DD_LAT_Y","SQ_KM","TMAX_PT","LOG_LT_PPT_PT","Sq_km","LOG_KM2","ELVmean_WS","ELVmin_WS","KFCT_WS","PMIN_WS","RH_WS","TMAX_WS","TMEAN_PT","TMEAN_WS","PMIN_PT","WSA_SQKM","ELVmax_WS","precip","temp","east","elev_sqrt","ELEV_WS","Lat_Dec","LOG_XP_PT","Long_Dec","PRCPSHORTWS","SQRT_TOPO","SUMMER","WINTER","ClimateE","MetricE","GRIDCODE","ShedAreakm","AreaHect","SprgNum_WS","MINEnum_WS","DAMnum_WS","DAMvol_WS","StreamDens","BLMPct","PrivPct","HydrAlt_km","RdDens","Urban_WS","AG_WS","Psum_PT","Psum_WS","AreaKM","daynum","FID","qc_site","EVI_MAX_AV","OBJECTID","Long_","sampdate","SlopeE","PRCPSHORTW","Priority_s","Bug_model","WQ_model","OLD_UID","Existing_w","Project","Rolled"
11,"AREMP_MMI_and_OE",44.7793007,-122.2509995,1934,164874,"2017ORKIN1043","ORKIN-1043","ORKIN-1043","7/27/2017",NA,NA,NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1217.959961,941.4000244,0.14444,30.7999992,70,22.6000004,7,7,31,1.19556,1426.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,"AREMP_MMI_and_OE",44.676899,-122.3069992,1934,164875,"2017ORKIN1054","ORKIN-1054","ORKIN-1054","7/29/2017",NA,NA,NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1280.810059,933.2000122,0.169,31,70,22.9500008,8,7.5,30,0.629394,1416.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,"AREMP_MMI_and_OE",44.7840004,-122.2519989,1934,164876,"2017ORKIN9043","2017ORKIN9043","Kinney Creek-Detroit Reservoir","8/1/2017",NA,NA,NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1298.040039,1136.800049,0.14535,30,70,22.5,7,7,30,0.149098,1428.599976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,"AREMP_MMI_and_OE",42.4751015,-122.6709976,1934,164877,"2017ORLIK1007","ORLIK-1007","ORLIK-1007","7/4/2017",NA,NA,NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,787.039978,480.1000061,0.16997,14.2130003,69.1900024,28.7383995,11,9.8319998,10,32.6306,1268.400024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,"AREMP_MMI_and_OE",42.4838982,-122.6600037,1934,164878,"2017ORLIK1032","ORLIK-1032","ORLIK-1032","7/2/2017",NA,NA,NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,829.4099731,514.2999878,0.17062,15.3009996,69.2730026,28.6280994,11,9.5089998,11,26.3502998,1268.699951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,"AREMP_MMI_and_OE",42.2168999,-123.5650024,1934,164879,"2017ORMCM1001","2017ORMCM1001","McMullin Creek","7/27/2017",NA,NA,NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,691.7600098,478.7999878,0.20664,14.0450001,68.2720032,29.7642002,11,11,13,10.4175997,970.9000244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,"AREMP_MMI_and_OE",42.2196999,-123.4970016,1934,164880,"2017ORMCM1010","ORMCM-1010","ORMCM-1010","7/31/2017",NA,NA,NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1131.790039,657.4000244,0.19725,18.9230003,66.0759964,25.4500008,10,9.0760002,19,2.8182499,1665.699951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,"AREMP_MMI_and_OE",42.2212982,-123.4889984,1934,164881,"2017ORMCM1013","2017ORMCM1013","McMullin Creek","7/31/2017",NA,NA,NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1117.77002,779.0999756,0.20765,19.25,66,25.8500004,10,9,20,0.985781,1569.400024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,"AREMP_MMI_and_OE",42.2113991,-123.5589981,1934,164882,"2017ORMCM1016","2017ORMCM1016","McMullin Creek","7/28/2017",NA,NA,NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,704.1599731,494.6000061,0.20837,14.2589998,68.3700027,29.625,11,11,14,5.9923902,970.9000244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,"AREMP_MMI_and_OE",42.2000008,-123.552002,1934,164883,"2017ORMCM1026","ORMCM-1026","ORMCM-1026","7/28/2017",NA,NA,NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,743.9799805,557.4000244,0.209,13.875,68.875,29.3500004,11,11,14,1.84813,945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,"AREMP_MMI_and_OE",42.2126007,-123.5199966,1934,164884,"2017ORMCM1040","2017ORMCM1040","McMullin Creek","7/29/2017",NA,NA,NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,909.7600098,537.7999878,0.209,18,66.5,26.4500008,11,10,16,1.4096299,1566.199951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,"AREMP_MMI_and_OE",44.2952995,-122.3799973,1934,164885,"2017OROWL1005","OROWL-1005","OROWL-1005","9/11/2017",NA,NA,NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1030.48999,767,0.16926,28.375,69,24.8500004,10,9,27,1.93595,1225.199951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,"AREMP_MMI_and_OE",44.3037987,-122.3700027,1934,164886,"2017OROWL1010","OROWL-1010","OROWL-1010","9/10/2017",NA,NA,NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1008.27002,612.5999756,0.17436,30.4820004,69,24.5764008,9,8.3269997,27,14.8779001,1460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,"AREMP_MMI_and_OE",44.2891006,-122.3690033,1934,164887,"2017OROWL1011","OROWL-1011","OROWL-1011","9/11/2017",NA,NA,NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1094.849976,720.7999878,0.169,33.6660004,69,24.1875,9,7.8140001,29,6.2205501,1460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,"AREMP_MMI_and_OE",44.3063011,-122.3700027,1934,164888,"2017OROWL1018","OROWL-1018","OROWL-1018","9/10/2017",NA,NA,NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998.539978,598.2999878,0.17439,29.882,69,24.7332993,9,8.5290003,27,20.6984997,1460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,"AREMP_MMI_and_OE",44.2947006,-122.3700027,1934,164889,"2017OROWL1022","OROWL-1022","OROWL-1022","9/11/2017",NA,NA,NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1038.880005,672.9000244,0.169,31.8999996,69,24.3915997,9,8.0500002,28,9.5861797,1460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,"AREMP_MMI_and_OE",43.4902992,-122.7929993,1934,164890,"2017ORPAS1001","ORPAS-1001","ORPAS-1001","5/17/2017",NA,NA,NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1046.849976,726.0999756,0.14694,20.375,71.4000015,25.6833,10,9.3500004,20,10.2608004,1312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,"AREMP_MMI_and_OE",43.4720001,-122.7710037,1934,164891,"2017ORPAS1003","ORPAS-1003","ORPAS-1003","5/18/2017",NA,NA,NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,981.3200073,631,0.1488,20.1280003,70.7170029,26,10,9.7600002,20,28.4459,1319.800049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,"AREMP_MMI_and_OE",43.4976006,-122.7779999,1934,164892,"2017ORPAS1004","ORPAS-1004","ORPAS-1004","5/18/2017",NA,NA,NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,979.9799805,723.9000244,0.1484,20,70.2170029,26.0666008,10,9.8909998,20,11.4411001,1318.900024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,"AREMP_MMI_and_OE",43.4754982,-122.7740021,1934,164893,"2017ORPAS1011","ORPAS-1011","ORPAS-1011","6/29/2017",NA,NA,NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,988.1500244,639.7999878,0.14912,20.1380005,70.7590027,26.0935001,10,9.7399998,20,26.7017994,1319.800049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,"AREMP_MMI_and_OE",43.5107994,-122.7870026,1934,164894,"2017ORPAS1012","ORPAS-1012","ORPAS-1012","5/16/2017",NA,NA,NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1045.969971,797.2999878,0.14885,20,70.3069992,26.1333008,10,9.5380001,20,3.29445,1318.900024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,"AREMP_MMI_and_OE",45.0330009,-121.9000015,1934,164895,"2017ORPOT1002","ORPOT-1002","ORPOT-1002","7/28/2017",NA,NA,NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1034.430054,931.5999756,0.16539,22.3999996,67,23.6000004,7,7.1999998,22,2.27665,1213.699951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,"AREMP_MMI_and_OE",44.9827995,-121.8990021,1934,164896,"2017ORPOT1004","ORPOT-1004","ORPOT-1004","7/30/2017",NA,NA,NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1094.530029,742.5,0.17287,22.8630009,67.7720032,23.7999992,8,7.454,22,4.8506298,1371.699951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,"AREMP_MMI_and_OE",45.0013008,-121.8740005,1934,164897,"2017ORPOT1008","ORPOT-1008","ORPOT-1008","7/27/2017",NA,NA,NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1069.099976,0,0.16489,22.8659992,67.0999985,22.6000004,8,6.8000002,22,7.5225,1465.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,"AREMP_MMI_and_OE",45.0195999,-121.9079971,1934,164898,"2017ORPOT1011","ORPOT-1011","ORPOT-1011","7/29/2017",NA,NA,NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,997.7700195,711.7000122,0.17003,22.3519993,67,24,8,8,22,3.6742401,1087.400024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,"AREMP_MMI_and_OE",44.9977989,-121.8789978,1934,164899,"2017ORPOT1012","ORPOT-1012","ORPOT-1012","7/29/2017",NA,NA,NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,934.460022,768.7999878,0.17707,22,66.4000015,24.3999996,8,8,22,1.0288301,1038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,"AREMP_MMI_and_OE",45.0149994,-121.8679962,1934,164900,"2017ORPOT1013","ORPOT-1013","ORPOT-1013","7/27/2017",NA,NA,NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1103.01001,940.7999878,0.15944,23.2140007,67.0709991,22.2749996,7,6.5710001,22,3.7834401,1454.400024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,"AREMP_MMI_and_OE",44.3053017,-123.4990005,1934,164901,"2017ORSFA1001","ORSFA-1001","ORSFA-1001","7/28/2017",NA,NA,NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,568.3900146,301.5,0.21052,13.1029997,74.1029968,26.5100002,11,10.8959999,13,6.8101101,1015.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,"AREMP_MMI_and_OE",44.3167,-123.5199966,1934,164902,"2017ORSFA1002","ORSFA-1002","ORSFA-1002","7/30/2017",NA,NA,NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,586.9000244,450.2999878,0.208,13.6660004,74.4440002,26.4333,11,10.8879995,13,1.9183,779.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,"AREMP_MMI_and_OE",44.3763008,-123.4759979,1934,164903,"2017ORSFA1004","ORSFA-1004","ORSFA-1004","8/15/2017",NA,NA,NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,542.3499756,363.2999878,0.23785,13,72,26.0499992,11,11,13,9.2173901,823.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,"AREMP_MMI_and_OE",44.3002014,-123.4609985,1934,164904,"2017ORSFA1008","ORSFA-1008","ORSFA-1008","8/1/2017",NA,NA,NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,460.019989,268.2000122,0.26791,12.934,72.4589996,26.8722,11,11.1140003,13,14.8572998,723.2999878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,"AREMP_MMI_and_OE",44.3190994,-123.4909973,1934,164905,"2017ORSFA1009","ORSFA-1009","ORSFA-1009","7/27/2017",NA,NA,NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,499.5899963,269.3999939,0.20842,13.2849998,73.8570023,26.8285007,11,10.9519997,13,4.7197399,779.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,"AREMP_MMI_and_OE",44.3184013,-123.4960022,1934,164906,"2017ORSFA1011","ORSFA-1011","ORSFA-1011","7/28/2017",NA,NA,NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,507.5299988,281.8999939,0.20839,13.3000002,73.9499969,26.8285007,11,10.9499998,13,4.5251899,779.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,"AREMP_MMI_and_OE",44.3107986,-123.473999,1934,164907,"2017ORSFA1012","ORSFA-1012","ORSFA-1012","7/30/2017",NA,NA,NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,436.6099854,256,0.27225,12.9689999,72.288002,26.8642006,11,11.0609999,13,23.6573009,759.5999756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,"AREMP_MMI_and_OE",44.3426018,-123.4720001,1934,164908,"2017ORSFA1015","ORSFA-1015","ORSFA-1015","7/31/2017",NA,NA,NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,388.6400146,262.6000061,0.2801,13,72.814003,26.5888004,11,11,13,6.0358601,767.4000244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
