"*Standardized to OTU and fixed count, see Metadata for details",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SampleID,Station (NAMC),Station (Customer),Waterbody,County,State,Latitude,Longitude,Collection Date,Habitat Sampled ,Collection Method,Field Notes,Lab Notes,Area sampled (m^2),Field Split,Lab Split,Split Count,Fixed Count,Big Rare Count,Richness*,Abundance,Shannon's Diversity*,Simpson's Diversity*,Evenness*,# of EPT Taxa*,EPT Taxa Abundance,Dominant Family,Abundance of Dominant Family,Dominant Taxa,Abundance of Dominant Taxa,Hilsenhoff Biotic Index*,# of Intolerant Taxa*,Intolerant Taxa abundance,# of Tolerant Taxa*,Tolerant Taxa abundance,USFS Community Tolerance Quotient (d)*,# of shredder taxa*,Shredder Abundance,# of scraper taxa*,Scraper abundance,# of collector-filterer taxa*,Collector-filterer abundance,# of collector-gatherer taxa*,Collector-gatherer abundance,# of predator taxa*,Predator abundance,# of clinger taxa*,Long-lived Taxa*,# of Ephemeroptera taxa*,Ephemeroptera abundance,# of Plecoptera taxa*,Plecoptera abundance,# of Trichoptera taxa*,Trichoptera abundance,# of Coleoptera taxa*,Coleoptera abundance,# of Elmidae Taxa*,Elmidae abundance,# of Megaloptera taxa*,Megaloptera abundance,# of Diptera taxa*,Diptera abundance,# of Chironomidae taxa*,Chironomidae abundance,# of Crustacea taxa*,Crustacea abundance,# of Oligochaete taxa*,Oligochaete abundance,# of Mollusca taxa*,Mollusca abundance,# of Insect taxa*,Insect abundance,# of Non-insect taxa*,Non-insect abundance
168636,ORUWC-1005,2018ORUWC1005,Upper West Fork Cow Creek,Coos,OR,42.8077,-123.85895,6/15/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,100,648,300,0,36,876,2.344470774,0.787246377,0.654237026,29,746,Baetidae,346,Baetis,330,3.123333333,17,204,0,3,46,7,61,6,81,3,14,7,597,6,89,19,7,11,578,9,101,9,66,3,19,2,8,0,0,2,42,2,32,0,0,0,59,0,1,34,808,2,68
168637,ORUWC-1008,2018ORUWC1008,Upper West Fork Cow Creek,Coos,OR,42.79875,-123.82033,6/19/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,100,738,300,0,41,997,3.196854517,0.944147157,0.860857002,30,776,Baetidae,162,Baetis,142,2.59,18,432,0,0,49,7,157,7,118,2,14,9,447,7,147,19,9,13,438,10,258,7,80,2,27,2,12,1,5,5,128,3,109,0,0,0,7,1,8,38,936,3,59
168638,ORUWC-1009,2018ORUWC1009,Upper West Fork Cow Creek,Coos,OR,42.79954,-123.84949,6/18/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,100,369,300,0,35,499,2.657858582,0.885819398,0.747566352,23,247,Elmidae,122,Heterlimnius,97,3.046666667,16,182,0,0,57,4,49,6,99,1,1,8,96,8,91,20,9,9,86,9,139,5,22,6,200,4,111,0,0,5,32,2,26,0,0,0,0,0,0,34,480,1,19
168639,ORUWC-1020,2018ORUWC1020,Upper West Fork Cow Creek,Coos,OR,42.81451,-123.84347,6/14/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,100,707,300,0,32,955,2.13078658,0.74974359,0.614815046,21,778,Baetidae,436,Baetis,435,3.266666667,12,254,0,0,59,6,57,6,185,2,22,8,599,6,50,14,5,7,634,5,42,9,103,3,15,2,3,0,0,4,119,2,104,0,0,0,7,1,18,29,914,3,42
168640,ORUWC-1021,2018ORUWC1021,Upper West Fork Cow Creek,Coos,OR,42.80836,-123.83732,6/15/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,62.5,637,300,7,37,1387,2.512192069,0.842296544,0.695721179,24,1190,Ephemerellidae,464,Drunella doddsii,458,2.546666667,14,718,1,4,52,5,56,8,548,2,29,9,549,6,105,20,8,9,922,7,191,8,76,5,43,3,9,0,0,5,125,2,115,0,0,0,6,1,11,34,1359,3,28
168641,ORUWC-1022,2018ORUWC1022,Upper West Fork Cow Creek,Coos,OR,42.79856,-123.81832,6/19/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,50,651,300,11,35,1774,2.424389855,0.814983278,0.681899441,25,1634,Baetidae,678,Baetis,665,2.85,17,570,0,0,48,7,376,5,142,3,47,7,962,5,176,15,6,9,1026,8,309,8,299,3,32,2,14,0,0,4,70,3,57,0,0,0,8,0,0,32,1736,2,38
168642,ORUWC-1028,2018ORUWC1028,Upper West Fork Cow Creek,Coos,OR,42.81206,-123.84456,6/14/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,50,567,300,6,37,1541,2.662205558,0.859041249,0.737265599,25,1235,Baetidae,464,Baetis,449,2.83,18,601,1,3,54,6,245,5,180,3,105,9,722,9,203,19,8,10,750,6,189,9,296,2,35,2,11,1,5,7,173,3,86,0,0,0,0,1,38,35,1451,2,89
168643,ORUWC-1005,2018ORUWC9005,Upper West Fork Cow Creek,Coos,OR,42.8077,-123.85895,6/19/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,100,119,109,0,32,161,3.005575951,0.933741081,0.867225904,21,127,Leptophlebiidae,30,Paraleptophlebia,30,2.064220183,14,89,0,0,52,4,23,5,26,0,0,8,70,10,23,13,5,9,74,5,31,7,22,2,8,2,8,1,1,5,14,3,11,0,0,0,3,1,1,29,150,3,11
168644,WAALC-1011,2018WAALC1011,Alec Creek,Skamania,WA,46.1758,-121.874,9/21/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,100,228,202,0,31,308,2.952658426,0.933747106,0.859833846,26,280,Nemouridae,46,Baetis,36,2.594059406,18,136,0,0,35,6,66,3,23,2,45,8,92,8,45,15,4,10,92,9,122,7,66,0,0,0,0,0,0,4,27,3,24,0,0,0,0,0,0,30,307,1,1
168645,WAALC-1012,2018WAALC1012,Alec Creek,Skamania,WA,46.1731,-121.8693,9/20/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,100,176,166,0,27,238,2.4015557,0.819788244,0.728663401,22,230,Baetidae,91,Baetis,89,2.590361446,14,103,1,1,34,6,47,3,20,3,7,7,127,5,20,11,4,8,141,6,47,8,42,1,1,0,0,0,0,4,7,0,1,0,0,0,0,0,0,27,238,0,0
168646,WAALC-1015,2018WAALC1015,Alec Creek,Skamania,WA,46.1801,-121.8556,9/22/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,100,345,300,0,30,466,2.650248825,0.906265329,0.779210533,26,451,Uenoidae,122,Baetis,72,1.873333333,16,180,1,1,38,6,76,6,191,1,14,9,153,6,30,15,1,8,165,6,64,12,223,0,0,0,0,0,0,4,15,2,12,0,0,0,0,0,0,30,466,0,0
168647,WAALC-1037,2018WAALC1037,Alec Creek,Skamania,WA,46.167,-121.8636,9/20/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,100,394,300,0,33,532,2.468462933,0.860156076,0.705979578,23,435,Brachycentridae,150,Micrasema,150,2.106666667,14,285,0,0,53,4,280,4,16,3,34,8,165,9,36,12,3,8,99,8,132,7,204,1,1,0,0,0,0,7,89,3,73,0,0,0,0,0,0,31,526,1,7
168648,WAALC-1042,2018WAALC1042,Alec Creek,Skamania,WA,46.1834,-121.8641,9/23/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,100,538,300,0,38,727,2.967896471,0.923255295,0.81589723,27,612,Nemouridae,128,Zapada cinctipes,88,2.48,19,384,0,1,42,4,191,6,103,1,5,8,303,12,111,16,2,8,238,8,218,11,157,0,0,0,0,0,0,8,84,3,72,0,0,0,22,0,0,35,696,2,31
168649,2011WAALC1043,2018WAALC1043,Alec Creek,Skamania,WA,46.150447,-121.808088,9/24/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,100,163,152,0,41,220,3.215817584,0.946148484,0.865963425,30,188,Leptophlebiidae,31,Paraleptophlebia,31,1.710526316,21,136,1,4,40,5,51,8,47,1,1,9,58,11,39,22,4,10,80,9,69,11,39,2,14,1,12,0,0,7,14,2,4,0,0,0,0,0,0,39,215,1,5
168650,WABLB-1004,2018WABLB1004,Big Lava Bed,Skamania,WA,45.78924,-121.71525,8/11/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,100,213,183,0,32,288,2.784708702,0.903921215,0.803497087,23,149,Chironomidae,99,Chironominae,53,3.551912568,16,80,0,0,54,5,23,6,49,0,14,8,123,9,51,16,4,10,58,8,61,5,30,2,7,2,5,0,0,6,120,2,99,0,0,0,0,0,0,31,276,1,12
168651,WABLB-1013,2018WABLB1013,WABLB-1013,Skamania,WA,45.94790089,-121.775021,8/13/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,100,46,43,0,11,62,1.716688557,0.751937984,0.715914734,9,57,Ameletidae,24,Ameletus,24,1.627906977,5,32,0,0,59,3,8,2,28,0,0,3,19,1,7,4,0,4,45,2,3,3,9,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,10,58,1,4
168652,WABLB-1014,2018WABLB1014,Big Lava Bed,Skamania,WA,45.78812,-121.70192,8/12/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,100,825,300,0,27,1115,2.272809645,0.803835006,0.689600165,20,530,Chironomidae,423,Chironominae,385,3.67,14,351,0,0,50,4,65,4,159,1,18,6,500,9,242,13,2,7,211,6,219,7,100,1,96,1,32,0,0,4,446,2,423,0,0,0,4,0,3,25,1072,1,43
168653,WABLB-1018,2018WABLB1018,WABLB-1018,Skamania,WA,45.9156,-121.6845,8/14/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,31.25,832,300,15,31,3618,2.897092329,0.92432553,0.843652628,19,2771,Leptophlebiidae,653,Paraleptophlebia,653,2.65,12,1780,0,0,52,3,419,3,355,2,382,7,1280,10,781,14,3,9,1241,6,1017,4,513,3,258,3,117,0,0,7,529,3,394,0,0,0,9,1,39,29,3558,2,61
168654,2018WABLB1019,2018WABLB1019,Spring Creek,Skamania,WA,45.933719,-121.770937,8/14/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,100,68,67,0,10,92,1.646814235,0.743102668,0.715202335,4,8,Chironomidae,61,Chironominae,39,4.179104478,2,5,0,0,102,3,5,0,4,1,0,2,53,2,30,1,1,2,5,1,1,1,1,1,3,0,0,0,0,4,78,2,61,0,0,0,0,0,0,9,89,1,3
168655,WABLB-1004,2018WABLB9004,Big Lava Bed,Skamania,WA,45.78924,-121.71525,8/14/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,75,643,300,17,45,1182,3.009131832,0.914136009,0.790490841,28,625,Chironomidae,376,Chironominae,211,3.416666667,18,371,0,0,57,3,106,7,155,2,57,9,478,14,263,21,8,11,196,8,314,9,114,4,29,2,16,1,2,8,458,3,376,0,0,0,7,1,11,41,1113,3,68
168656,WABLB-1013,2018WABLB9013,WABLB-1013,Skamania,WA,45.94790089,-121.775021,8/14/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,100,240,232,0,27,324,2.504514511,0.859717868,0.75990245,16,235,Ameletidae,101,Ameletus,101,2.314655172,12,191,1,3,60,2,46,2,111,0,0,9,105,10,45,10,3,6,161,6,65,4,9,2,9,2,9,0,0,9,80,4,62,0,0,0,0,0,0,27,324,0,0
168657,2018WABLB9014,2018WABLB9014,WABLB-9014,Skamania,WA,45.78812,-121.7,8/14/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,25,782,300,23,20,4258,1.998318229,0.777369008,0.667055012,9,1723,Chironomidae,1827,Chironominae,1434,4.38,7,1573,0,5,71,5,130,1,24,1,12,4,2930,5,762,5,3,2,1369,4,270,3,84,2,324,2,146,1,32,6,2116,3,1827,0,0,0,18,1,12,18,4196,2,62
168658,WAFSR-1001,2018WAFSR1001,Fisher Creek,Skagit,WA,48.57212,-120.95351,9/9/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,100,392,300,0,30,530,2.19859142,0.779308807,0.646416886,19,470,Heptageniidae,224,Epeorus,207,2.816666667,13,164,0,0,44,3,91,5,82,2,15,6,280,10,55,13,1,8,284,5,85,6,101,0,0,0,0,0,0,8,45,3,32,0,0,0,9,0,0,27,515,2,12
168659,WAFSR-1020,2018WAFSR1020,Fisher Creek,Skagit,WA,48.58529,-121.0173,9/7/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,100,257,247,0,20,347,2.08670058,0.796056746,0.696557766,16,318,Baetidae,134,Baetis,134,2.655870445,10,107,0,0,43,3,35,4,91,1,3,6,191,4,27,10,0,9,239,3,35,4,43,0,0,0,0,0,0,3,16,1,14,0,0,0,0,0,0,19,334,1,14
168660,WAFSR-1043,2018WAFSR1043,Fisher Creek,Skagit,WA,48.56962,-120.93658,9/18/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,100,107,100,0,18,145,2.399084613,0.887676768,0.830026313,16,138,Heptageniidae,53,Rhithrogena,28,2.24,11,41,0,0,33,3,31,2,8,1,3,4,69,6,24,10,0,6,74,6,42,4,22,0,0,0,0,0,0,1,4,0,3,0,0,0,0,0,0,17,142,1,3
168661,WAFSR-1044,2018WAFSR1044,WAFSR-1044,Skagit,WA,48.57302,-120.9847,9/8/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,100,171,159,0,22,231,2.503429556,0.889021575,0.809898147,18,214,Ameletidae,46,Ameletus,46,2.289308176,11,93,0,0,42,2,20,5,91,1,3,6,97,6,16,12,0,6,154,5,23,7,36,0,0,0,0,0,0,3,15,2,14,0,0,0,0,0,0,21,228,1,3
168662,WASAM-1006,2018WASAM1006,WASAM-1006,Jefferson,WA,47.6217,-124.012,8/9/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,100,61,52,0,10,82,1.185257729,0.490196078,0.514750891,6,24,Elmidae,53,Optioservus,47,3.75,4,14,0,0,70,2,5,2,55,0,0,3,12,2,3,3,2,2,12,2,3,2,9,2,53,2,53,0,0,2,5,2,5,0,0,0,0,0,0,10,82,0,0
168663,WASAM-1007,2018WASAM1007,WASAM-1007,Jefferson,WA,47.6196,-123.9969,8/10/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,100,464,300,0,25,627,2.637992482,0.898795987,0.819538443,16,391,Lepidostomatidae,139,Lepidostoma,139,2.956666667,10,220,0,0,71,3,147,3,58,1,69,10,176,6,111,9,3,9,134,5,47,2,209,2,91,2,64,0,0,6,111,3,66,0,0,0,0,0,0,24,592,1,35
168664,WASAM-1009,2018WASAM1009,WASAM-1009,Jefferson,WA,47.6075,-123.976,8/11/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,100,398,300,0,37,538,2.890883615,0.922987737,0.800595218,25,374,Chironomidae,101,Oligophlebodes,72,2.783333333,19,162,0,0,54,3,34,6,159,1,5,11,230,14,82,17,3,12,199,4,54,9,122,2,8,1,1,0,0,8,139,3,101,0,1,0,1,0,0,35,522,2,16
168665,WASAM-1011,2018WASAM1011,WASAM-1011,Jefferson,WA,47.6196,-123.9789,8/12/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,25,929,300,25,25,5055,1.675664796,0.600891862,0.520574538,15,4246,Lepidostomatidae,2911,Lepidostoma,2911,1.85,10,3253,0,0,64,2,2922,3,245,2,450,7,681,9,541,8,3,7,622,5,207,3,3418,2,205,2,65,0,0,7,407,3,293,0,0,0,0,0,0,24,4858,1,197
168666,WASIL-1003,2018WASIL1003,WASIL-1003,Lewis,WA,46.49314,-121.91343,8/9/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,100,462,300,0,38,624,2.939976188,0.922229654,0.808221732,20,454,Baetidae,101,Baetis,99,2.996666667,13,239,1,3,55,4,93,2,95,2,23,12,272,14,126,14,5,9,274,6,107,5,73,4,20,3,12,0,0,12,132,3,88,0,0,0,1,0,0,36,607,2,18
168667,WASIL-1005,2018WASIL1005,WASIL-1005,Lewis,WA,46.4931,-121.9134,8/10/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,43.75,678,300,9,37,2106,2.834094121,0.914269788,0.784868056,21,1551,Nemouridae,343,Zapada cinctipes,321,3.11,14,790,0,0,58,3,358,6,304,3,359,10,571,10,424,16,7,8,439,6,656,7,456,4,99,3,25,0,0,8,406,3,334,0,0,0,0,2,14,33,2056,3,51
168668,WASIL-1006,2018WASIL1006,WASIL-1006,Lewis,WA,46.48334,-121.8721,8/13/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,25,686,300,7,23,3718,1.424852346,0.559799331,0.454426718,13,399,Chironomidae,2535,Chironominae,2278,5.993333333,7,219,1,600,66,4,65,1,72,1,22,7,3026,7,491,5,3,6,174,5,169,2,55,1,49,1,5,0,0,7,3184,3,2535,0,0,0,0,1,5,21,3631,2,86
168669,WASIL-1008,2018WASIL1009,WASIL-1008,Lewis,WA,46.475246,-121.9027341,8/11/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,100,217,206,1,35,295,2.65954973,0.867913805,0.748042015,17,92,Chironomidae,111,Chironominae,85,3.373786408,13,73,1,1,69,7,47,2,4,2,12,9,159,12,64,14,8,5,12,7,55,5,24,3,18,3,18,0,0,12,174,3,111,1,1,0,0,0,0,33,288,2,7
168670,WASIL-1009,2018WASIL1013,WASIL-1009,Lewis,WA,46.48849,-121.89968,8/12/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,75,752,300,8,39,1366,2.817048754,0.894849498,0.768937178,26,987,Baetidae,319,Baetis,314,2.833333333,16,470,0,2,51,4,279,10,178,1,28,10,722,12,152,18,1,12,536,6,158,8,294,0,5,0,0,0,0,10,303,3,248,0,0,0,11,0,7,36,1295,2,70
168671,WASIL-1013,2018WASIL1014,WASIL-1013,Lewis,WA,46.4821,-121.8987,8/13/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,100,335,300,0,45,453,3.023550743,0.926265329,0.79427865,24,280,Chironomidae,82,Orthocladiinae,53,2.866666667,16,146,0,0,58,6,101,3,12,3,84,9,176,17,59,18,7,8,66,10,119,6,95,3,14,3,12,0,0,14,105,3,82,0,0,0,35,1,3,41,399,3,54
168672,WASIL-1014,2018WASIL1J08,WASIL-1014,Lewis,WA,46.48448,-121.88388,8/10/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,100,574,300,0,33,776,2.149451945,0.737212932,0.614742541,21,393,Chironomidae,324,Chironominae,288,4.46,12,219,2,12,61,4,57,4,116,3,80,9,419,10,91,16,4,7,116,7,89,7,188,1,11,1,1,0,0,10,366,3,324,0,0,0,0,0,0,32,770,1,5
168673,2011WATWN1002,2018WATWN1002,Twin Falls Creek,Skamania,WA,46.213849,-121.656771,9/24/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,75,765,300,21,30,1407,2.481152437,0.843500557,0.72949381,24,1274,Baetidae,478,Baetis,478,3.003333333,17,515,0,0,38,5,214,5,295,0,5,8,790,9,97,15,0,11,982,6,223,7,70,0,0,0,0,0,0,5,118,2,91,0,0,0,0,0,0,29,1392,1,14
168674,WATWN-1003,2018WATWN1003,Twin Falls Creek,Skamania,WA,46.2149,-121.6504,9/21/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,100,686,300,0,33,927,2.677985238,0.874894091,0.765902888,27,782,Ephemerellidae,292,Drunella doddsii,239,1.666666667,16,482,0,0,41,3,186,6,377,2,26,8,243,9,88,18,1,10,454,7,197,10,131,0,0,0,0,0,0,2,76,1,65,0,0,0,39,0,1,30,859,2,68
168675,WATWN-1005,2018WATWN1005,Twin Falls Creek,Skamania,WA,46.214,-121.6556,9/21/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,50,628,300,4,22,1703,2.053481157,0.796499443,0.664332887,18,1508,Ephemerellidae,738,Drunella doddsii,543,2.023333333,12,1072,0,0,39,3,289,3,638,1,39,6,511,6,201,11,1,6,932,8,385,4,191,0,3,0,0,0,0,3,184,2,173,0,0,0,0,0,0,21,1695,1,8
168676,WATWN-1011,2018WATWN1011,Twin Falls Creek,Skamania,WA,46.2132,-121.6412,9/23/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,100,609,300,0,39,823,2.977056419,0.929052397,0.812612618,31,700,Ephemerellidae,174,Zapada columbiana,105,2.243333333,20,465,1,1,37,4,200,6,215,2,20,9,280,14,89,18,1,8,345,11,218,12,138,0,0,0,0,0,0,5,111,2,97,0,0,0,4,0,0,36,811,2,12
168677,WATWN-1013,2018WATWN1013,Twin Falls Creek,Skamania,WA,46.21,-121.6613,9/22/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,100,190,184,0,30,257,2.838413897,0.915478736,0.834533718,23,224,Ephemerellidae,54,Drunella doddsii,49,1.836956522,15,99,0,0,43,4,47,5,91,2,18,9,70,7,30,14,1,8,128,6,54,9,42,0,0,0,0,0,0,5,16,3,8,0,0,0,8,0,0,28,241,2,16
168678,WATWN-1016,2018WATWN1016,Twin Falls Creek,Skamania,WA,46.2227,-121.6482,9/25/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,62.5,626,300,14,22,1372,1.910085034,0.709788183,0.617942025,17,1305,Taeniopterygidae,659,Taeniopterygidae,659,2.35,11,876,0,0,42,4,711,2,203,2,14,5,326,6,103,8,1,6,429,6,739,5,136,0,0,0,0,0,0,3,58,1,39,0,0,0,2,0,0,20,1364,2,9
168679,WATWN-1013,2018WATWN9013,Twin Falls Creek,Skamania,WA,46.21,-121.6613,9/25/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,100,701,300,0,37,947,2.967298374,0.92477146,0.821757361,26,689,Heptageniidae,197,Epeorus,155,2.39,16,296,0,0,49,6,162,6,96,3,61,8,526,9,88,18,2,8,370,6,155,12,164,1,12,1,8,0,0,7,103,3,88,0,0,0,72,0,0,34,804,2,143
168680,WAUWS-1003,2018WAUWS1003,Upper White River - Silver Creek,Pierce,WA,47.02301,-121.53465,8/25/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,100,971,300,0,35,1312,2.425424106,0.80122631,0.682190341,18,528,Chironomidae,168,Oligochaeta,478,1.9,10,245,0,0,62,4,118,5,59,3,55,7,885,10,150,14,4,7,254,6,172,5,103,2,8,2,3,0,0,12,245,3,168,0,0,0,478,0,0,32,781,2,531
168681,WAUWS-1004,2018WAUWS1004,Upper White River - Silver Creek,Pierce,WA,46.99038,-121.51216,8/23/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,100,196,187,0,24,265,2.415703663,0.871772756,0.760120436,19,251,Heptageniidae,99,Epeorus,59,2.673796791,12,47,0,0,37,3,55,5,24,1,3,5,149,7,18,15,1,8,158,4,46,7,47,1,3,1,3,0,0,3,9,1,5,0,0,0,0,0,0,23,264,1,1
168682,WAUWS-1005,2018WAUWS1005,WAUSW-1005,Pierce,WA,47.0803,-121.5724,8/23/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,100,218,191,0,17,295,2.067449975,0.826067787,0.729719129,9,185,Chironomidae,92,Chironominae,80,3.146596859,5,108,1,8,62,3,62,2,7,0,0,6,182,4,32,5,2,3,91,4,89,2,5,1,1,1,1,0,0,6,103,3,92,0,0,0,0,0,0,16,289,1,5
168683,WAUWS-1017,2018WAUWS1017,Upper White River - Silver Creek,Pierce,WA,46.94762,-121.47319,8/26/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,12.5,707,300,7,29,7653,2.273683078,0.776365663,0.675225223,19,2696,Chironomidae,3886,Orthocladiinae,3299,4.01,13,1614,0,0,57,4,692,3,639,2,304,6,5216,10,661,11,2,7,1504,8,962,4,230,1,11,1,11,0,0,5,4232,3,3886,0,0,0,476,0,0,25,6939,2,692
168684,WAUWS-1021,2018WAUWS1021,WAUWS-1021,Pierce,WA,46.99948,-121.515952,8/24/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,100,346,300,0,32,468,2.153165524,0.772486065,0.621272245,21,407,Heptageniidae,249,Rhithrogena,192,3.58,16,93,1,3,42,3,30,6,38,1,4,9,358,9,34,15,2,7,335,7,36,7,35,1,1,1,1,0,0,10,59,3,43,0,0,0,0,0,0,32,468,0,0
168685,WAUWS-1022,2018WAUWS1022,Upper White River - Silver Creek,Pierce,WA,46.93023,-121.47806,8/26/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,43.75,604,300,6,33,1874,3.048510173,0.94664437,0.871872896,24,1565,Heptageniidae,324,Chironominae,154,2.54,15,944,0,0,43,4,315,6,364,1,49,8,726,11,398,15,2,9,812,7,453,8,299,0,3,0,0,0,0,8,290,4,266,0,0,0,0,0,0,32,1858,1,15
168686,WAWIL-1001,2018WAWIL1001,Willame Creek,Lewis,WA,46.57722,-121.7286,8/9/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,100,215,178,0,34,291,2.862881503,0.920713515,0.81185162,23,192,Chironomidae,61,Neophylax,39,2.870786517,15,70,0,0,60,3,4,4,78,2,18,9,101,10,72,19,4,9,76,4,41,10,76,3,7,3,7,0,0,7,70,3,61,0,0,0,0,0,0,33,269,1,22
168687,WAWIL-1002,2018WAWIL1002,WQWIL-1002,Lewis,WA,46.64228,-121.757331,8/13/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,100,129,115,0,26,174,2.762351137,0.917467582,0.847842016,14,89,Chironomidae,34,Chironominae,26,2.739130435,7,32,0,0,62,1,1,6,45,1,20,8,66,6,34,9,1,6,24,2,19,6,46,1,3,1,3,0,0,9,74,4,34,0,0,0,0,0,0,24,166,1,8
168688,WAWIL-1003,2018WAWIL1003,WAWIL-1003,Lewis,WA,46.61585,-121.736152,8/9/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,100,218,200,0,20,295,1.655793771,0.678190955,0.552717539,15,278,Baetidae,135,Baetis,134,2.535,8,18,0,0,46,0,22,5,82,0,1,7,164,5,18,13,2,8,159,2,11,5,108,1,1,1,1,0,0,3,9,2,8,0,0,0,0,0,0,19,289,1,5
168689,WAWIL-1005,2018WAWIL1005,Willame Creek,Lewis,WA,46.62585,-121.7521,8/10/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,100,469,300,0,31,634,1.918480186,0.682943144,0.558674239,22,528,Uenoidae,343,Neophylax,332,1.57,14,84,1,3,52,5,34,5,358,1,5,10,185,6,49,13,3,7,114,8,41,7,374,0,0,0,0,0,0,7,84,2,70,0,0,0,0,0,0,29,612,1,22
168690,WAWIL-1006,2018WAWIL1006,Willame Creek,Lewis,WA,46.60082,-121.72339,8/12/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,100,483,300,0,31,653,2.142656585,0.811928651,0.623955902,24,404,Simuliidae,188,Simulium,188,3.133333333,17,62,1,1,53,3,12,6,188,2,193,9,216,7,32,17,4,9,184,7,26,8,195,0,0,0,0,0,0,6,245,2,50,0,0,0,0,0,0,30,649,1,4
168691,WAWIL-1009,2018WAWIL1009,Willame Creek,Lewis,WA,46.63897,-121.77988,8/11/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,100,199,189,0,31,269,2.900993673,0.931048069,0.844788725,22,192,Chironomidae,47,Chironominae,36,2.28042328,13,55,1,3,49,3,36,6,89,1,1,7,91,9,34,13,2,7,82,6,53,9,57,1,4,1,4,0,0,6,55,2,47,0,0,0,1,0,0,29,251,2,18
168692,WAWIL-1010,2018WAWIL1010,Willame Creek,Lewis,WA,46.58612,-121.73111,8/14/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,100,237,190,0,36,320,3.055646905,0.934168755,0.852694504,25,185,Chironomidae,68,Chironominae,46,3.321052632,16,68,1,3,62,6,20,4,22,3,72,9,122,9,49,17,5,6,41,9,53,10,92,1,18,1,18,0,0,8,86,3,68,0,0,0,0,0,0,34,289,1,31
